transaction_id,date,hour,time_slot,city,persona,is_weekend,temp_f,cpi,category,product_name,size,base_price,customizations,n_customizations,upcharge,total_price,calories,sugar_g,caffeine_mg
TXN-032000,2024-09-30,5,early_morning,Houston,morning_commuter,0,77.8,315.6,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Grande,5.08,none,0,0.0,6.05,200,40,70.0
TXN-032001,2024-07-11,6,early_morning,Houston,afternoon_treat,0,79.1,314.1,Signature Espresso Drinks,Caramel Macchiato,Short,3.95,none,0,0.0,4.68,100,15,75.0
TXN-032002,2025-08-12,16,afternoon,New York,student,0,80.3,324.2,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Grande,5.53,none,0,0.0,6.77,240,44,75.0
TXN-032003,2024-05-14,13,lunch,New York,weekend_explorer,0,61.3,313.0,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Grande,5.53,none,0,0.0,6.53,240,44,75.0
TXN-032004,2025-06-15,7,morning_rush,Seattle,morning_commuter,1,60.0,322.2,Frappuccino® Blended Coffee,Coffee,Venti,5.43,none,0,0.0,6.6,310,69,95.0
TXN-032005,2026-01-04,8,morning_rush,New York,student,1,28.0,327.5,Classic Espresso Drinks,Caffè Americano,Venti,4.63,Extra Shot|Whipped Cream,2,0.8,6.71,25,0,300.0
TXN-032006,2025-07-13,7,morning_rush,Seattle,health_conscious,1,72.6,323.3,Signature Espresso Drinks,Caramel Macchiato,Tall,4.84,Vanilla Syrup|Whipped Cream,2,0.6,6.64,140,24,75.0
TXN-032007,2025-09-20,8,morning_rush,New York,weekend_explorer,1,66.0,,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Venti,5.31,Whipped Cream,1,0.0,,340,76,140.0
TXN-032008,2025-10-20,14,afternoon,Chicago,health_conscious,0,52.3,325.1,Coffee,Brewed Coffee,Grande,2.55,none,0,0.0,3.13,5,0,330.0
TXN-032009,2026-02-26,13,lunch,Seattle,morning_commuter,0,45.9,327.5,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Venti,4.69,Oat Milk|Whipped Cream,2,0.7,6.66,280,44,180.0
TXN-032010,2025-05-13,9,morning_rush,Chicago,health_conscious,0,63.5,321.4,Coffee,Brewed Coffee,Short,2.03,none,0,0.0,2.46,3,0,175.0
TXN-032011,2025-05-06,11,late_morning,Chicago,student,0,58.7,321.4,Frappuccino® Blended Coffee,Coffee,Venti,5.43,none,0,0.0,6.59,310,69,95.0
TXN-032012,2025-10-03,12,lunch,Chicago,morning_commuter,0,73.9,325.1,Coffee,Brewed Coffee,Grande,2.55,none,0,0.0,3.13,5,0,330.0
TXN-032013,2025-11-07,15,afternoon,Los Angeles,afternoon_treat,0,64.5,326.0,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Venti,4.17,Vanilla Syrup|Caramel Drizzle,2,1.2,6.61,260,54,120.0
TXN-032014,2024-05-04,13,lunch,Los Angeles,afternoon_treat,1,61.4,313.0,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Grande,3.78,none,0,0.0,4.47,90,15,0.0
TXN-032015,2025-05-14,16,afternoon,New York,weekend_explorer,0,61.4,321.4,Classic Espresso Drinks,Cappuccino,Tall,3.98,none,0,0.0,4.83,60,8,75.0
TXN-032016,2026-01-28,10,late_morning,New York,weekend_explorer,0,13.3,327.5,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Grande,4.3,none,0,0.0,5.31,130,17,85.0
TXN-032017,2025-10-08,7,morning_rush,Seattle,student,0,55.0,325.1,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Grande,5.0,none,0,0.0,6.13,200,41,70.0
TXN-032018,2025-08-12,9,morning_rush,Los Angeles,morning_commuter,0,74.6,324.2,Frappuccino® Light Blended Coffee,Coffee,Venti,5.24,none,0,0.0,6.41,160,33,120.0
TXN-032019,2025-07-19,16,afternoon,New York,weekend_explorer,1,76.9,323.3,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Venti,5.3,none,0,0.0,6.47,330,77,130.0
TXN-032020,2025-06-10,8,morning_rush,Houston,health_conscious,0,81.2,322.2,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Grande,4.21,Extra Shot,1,0.8,6.09,130,17,75.0
TXN-032021,2024-09-06,14,afternoon,New York,afternoon_treat,0,68.0,315.6,Coffee,Brewed Coffee,Venti,2.92,none,0,0.0,3.48,5,0,410.0
TXN-032022,2024-08-05,12,lunch,Seattle,weekend_explorer,0,68.7,314.7,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Grande,5.53,Extra Shot|Mocha Sauce,2,1.4,8.23,240,44,75.0
TXN-032023,2024-12-21,14,afternoon,Houston,afternoon_treat,1,49.5,319.0,Tazo® Tea Drinks,Tazo® Tea,Venti,4.19,none,0,0.0,5.04,0,0,
TXN-032024,2024-05-15,10,late_morning,New York,weekend_explorer,0,60.3,313.0,Frappuccino® Blended Coffee,Coffee,Grande,4.79,Extra Shot,1,0.8,6.6,180,36,70.0
TXN-032025,2025-12-04,8,morning_rush,Houston,student,0,51.6,326.6,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Grande,5.0,Mocha Sauce,1,0.6,6.9,200,41,70.0
TXN-032026,2024-09-10,13,lunch,New York,weekend_explorer,0,67.2,315.6,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Grande,5.2,none,0,0.0,6.19,150,22,10.0
TXN-032027,2025-08-23,9,morning_rush,Houston,health_conscious,1,80.2,324.2,Classic Espresso Drinks,Caffè Latte,Grande,4.21,Extra Shot|Vanilla Syrup,2,1.4,6.87,100,9,75.0
TXN-032028,2025-07-19,12,lunch,Seattle,weekend_explorer,1,63.0,323.3,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Grande,4.84,none,0,0.0,5.91,190,37,0.0
TXN-032029,2026-01-29,15,afternoon,Chicago,weekend_explorer,0,7.4,327.5,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Grande,4.84,Extra Shot|Caramel Drizzle,2,1.4,7.71,190,37,0.0
TXN-032030,2025-12-02,16,afternoon,New York,weekend_explorer,0,33.5,326.6,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Tall,4.71,none,0,0.0,5.81,190,32,20.0
TXN-032031,2025-07-15,8,morning_rush,Chicago,afternoon_treat,0,79.1,323.3,Classic Espresso Drinks,Cappuccino,Grande,4.14,Extra Shot,1,0.8,6.03,80,7,75.0
TXN-032032,2025-05-05,8,morning_rush,Seattle,morning_commuter,0,54.4,321.4,Classic Espresso Drinks,Caffè Latte,Grande,4.21,none,0,0.0,5.11,100,9,75.0
TXN-032033,2025-11-02,19,evening,New York,health_conscious,1,48.1,326.0,Frappuccino® Light Blended Coffee,Caramel,Venti,5.39,Vanilla Syrup,1,0.6,7.37,200,43,120.0
TXN-032034,2025-05-11,9,morning_rush,New York,morning_commuter,1,63.9,321.4,Frappuccino® Blended Coffee,Coffee,Venti,5.43,Vanilla Syrup|Whipped Cream|Mocha Sauce,3,1.2,8.04,310,69,95.0
TXN-032035,2024-12-27,7,morning_rush,Chicago,weekend_explorer,0,44.5,319.0,Frappuccino® Blended Coffee,Coffee,Tall,4.33,none,0,0.0,5.21,160,36,0.0
TXN-032036,2024-07-24,7,morning_rush,Seattle,afternoon_treat,0,64.0,314.1,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Venti,4.38,none,0,0.0,5.19,250,45,150.0
TXN-032037,2025-09-17,10,late_morning,New York,weekend_explorer,0,66.5,,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Venti,5.3,none,0,0.0,,330,77,130.0
TXN-032038,2025-04-12,14,afternoon,New York,weekend_explorer,1,39.1,320.6,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Tall,4.53,none,0,0.0,5.48,220,44,75.0
TXN-032039,2024-04-30,13,lunch,Los Angeles,student,0,64.4,313.2,Frappuccino® Light Blended Coffee,Mocha,Tall,4.62,none,0,0.0,5.46,110,23,70.0
TXN-032040,2025-03-19,17,evening,Los Angeles,student,0,58.6,320.3,Coffee,Brewed Coffee,Venti,2.92,Whipped Cream,1,0.0,3.53,5,0,410.0
TXN-032041,2024-09-12,17,evening,Los Angeles,student,0,69.1,315.6,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Venti,4.77,none,0,0.0,5.68,160,36,125.0
TXN-032042,2024-05-10,14,afternoon,Chicago,weekend_explorer,0,55.1,313.0,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Grande,4.3,none,0,0.0,5.08,130,17,85.0
TXN-032043,2026-01-29,8,morning_rush,New York,health_conscious,0,10.8,327.5,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Grande,4.27,Extra Shot,1,0.8,6.27,90,18,
TXN-032044,2025-03-30,16,afternoon,Seattle,weekend_explorer,1,50.4,320.3,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Grande,5.2,none,0,0.0,6.29,150,22,10.0
TXN-032045,2025-01-10,12,lunch,Seattle,weekend_explorer,0,45.0,319.7,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Tall,3.61,Vanilla Syrup,1,0.6,5.08,170,27,95.0
TXN-032046,2024-11-06,13,lunch,New York,morning_commuter,0,69.6,317.6,Tazo® Tea Drinks,Tazo® Green Tea Latte,Tall,3.24,none,0,0.0,3.88,210,41,55.0
TXN-032047,2025-02-04,8,morning_rush,Houston,health_conscious,0,71.9,319.8,Frappuccino® Light Blended Coffee,Coffee,Tall,4.24,none,0,0.0,5.12,90,19,70.0
TXN-032048,2025-04-07,10,late_morning,Chicago,weekend_explorer,0,36.5,320.6,Tazo® Tea Drinks,Tazo® Green Tea Latte,Grande,3.86,Vanilla Syrup|Oat Milk,2,1.3,6.24,170,25,25.0
TXN-032049,2024-06-19,9,morning_rush,Los Angeles,morning_commuter,0,69.0,313.6,Frappuccino® Light Blended Coffee,Coffee,Venti,5.24,none,0,0.0,6.2,160,33,120.0
TXN-032050,2025-10-19,7,morning_rush,Chicago,health_conscious,1,54.8,325.1,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Grande,5.0,none,0,0.0,6.13,200,41,70.0
TXN-032051,2024-05-09,9,morning_rush,New York,health_conscious,0,63.5,313.0,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Tall,4.08,Oat Milk,1,0.7,5.65,80,18,90.0
TXN-032052,2025-12-04,6,early_morning,Los Angeles,student,0,55.2,326.6,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Tall,4.39,none,0,0.0,5.41,180,40,130.0
TXN-032053,2024-09-07,7,morning_rush,Los Angeles,morning_commuter,1,85.3,315.6,Classic Espresso Drinks,Espresso,Grande,4.12,none,0,0.0,4.91,5,0,75.0
TXN-032054,2024-05-25,9,morning_rush,Seattle,morning_commuter,1,53.3,313.0,Signature Espresso Drinks,Caramel Macchiato,Venti,5.9,none,0,0.0,6.97,240,41,150.0
TXN-032055,2025-07-24,12,lunch,New York,student,0,79.3,323.3,Signature Espresso Drinks,Caramel Macchiato,Tall,4.84,none,0,0.0,5.91,140,24,75.0
TXN-032056,2025-01-23,10,late_morning,Seattle,morning_commuter,0,36.0,319.7,Smoothies,Banana Chocolate Smoothie,Grande,5.24,none,0,0.0,6.32,280,34,
TXN-032057,2025-06-12,12,lunch,Houston,student,0,75.9,322.2,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Tall,4.28,none,0,0.0,5.2,180,41,70.0
TXN-032058,2025-10-07,5,early_morning,New York,morning_commuter,0,71.4,325.1,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Grande,5.08,none,0,0.0,6.23,200,40,70.0
TXN-032059,2024-05-26,12,lunch,Los Angeles,weekend_explorer,1,62.5,313.0,Coffee,Brewed Coffee,Tall,2.18,none,0,0.0,2.58,4,0,260.0
TXN-032060,2024-06-02,7,morning_rush,New York,health_conscious,1,69.9,313.6,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Grande,4.21,none,0,0.0,4.98,130,17,75.0
TXN-032061,2024-06-21,6,early_morning,Seattle,morning_commuter,0,66.4,313.6,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Grande,4.3,none,0,0.0,5.09,130,17,85.0
TXN-032062,2025-11-09,6,early_morning,Seattle,morning_commuter,1,51.8,326.0,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Grande,4.3,none,0,0.0,5.29,130,17,85.0
TXN-032063,2024-04-24,16,afternoon,New York,health_conscious,0,56.3,313.2,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Tall,4.53,none,0,0.0,5.35,220,44,75.0
TXN-032064,2025-12-28,10,late_morning,Los Angeles,weekend_explorer,1,51.1,326.6,Frappuccino® Blended Coffee,Coffee,Grande,4.79,none,0,0.0,5.9,180,36,70.0
TXN-032065,2026-03-01,12,lunch,New York,afternoon_treat,1,31.6,327.5,Frappuccino® Blended Coffee,Coffee,Venti,5.43,none,0,0.0,6.71,310,69,95.0
TXN-032066,2024-09-22,12,lunch,Los Angeles,weekend_explorer,1,67.4,315.6,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Venti,5.45,none,0,0.0,6.49,320,55,30.0
TXN-032067,2025-05-17,12,lunch,Seattle,student,1,54.1,321.4,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Venti,5.4,Whipped Cream,1,0.0,6.55,420,84,145.0
TXN-032068,2026-02-07,13,lunch,Seattle,weekend_explorer,1,48.2,327.5,Signature Espresso Drinks,Caramel Macchiato,Short,3.95,Cold Foam,1,1.0,6.12,100,15,75.0
TXN-032069,2025-02-24,20,evening,Los Angeles,afternoon_treat,0,62.6,319.8,Shaken Iced Beverages,Shaken Iced Tazo® Tea (With Classic Syrup),Venti,4.86,none,0,0.0,5.87,120,31,
TXN-032070,2024-04-24,13,lunch,Los Angeles,morning_commuter,0,59.7,313.2,Signature Espresso Drinks,Caramel Macchiato,Venti,5.9,none,0,0.0,6.97,240,41,150.0
TXN-032071,2025-07-22,12,lunch,Chicago,weekend_explorer,0,75.7,323.3,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Tall,4.59,none,0,0.0,5.6,270,45,75.0
TXN-032072,2025-04-25,8,morning_rush,Chicago,student,0,49.0,320.6,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Venti,5.54,none,0,0.0,6.7,310,69,0.0
TXN-032073,2024-12-31,7,morning_rush,Los Angeles,morning_commuter,0,53.1,319.0,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Grande,3.76,Cold Foam,1,1.0,5.73,90,15,
TXN-032074,2024-11-04,14,afternoon,Seattle,weekend_explorer,0,50.7,317.6,Coffee,Brewed Coffee,Tall,2.18,none,0,0.0,2.61,4,0,260.0
TXN-032075,2025-07-22,6,early_morning,Houston,student,0,85.9,323.3,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Tall,4.28,Whipped Cream,1,0.0,5.22,180,41,70.0
TXN-032076,2024-10-13,6,early_morning,New York,weekend_explorer,1,62.1,316.5,Coffee,Brewed Coffee,Venti,2.92,none,0,0.0,3.49,5,0,410.0
TXN-032077,2024-11-11,13,lunch,Houston,afternoon_treat,0,71.4,317.6,Signature Espresso Drinks,Caramel Apple Spice (Without Whipped Cream),Grande,4.94,none,0,0.0,5.92,280,65,0.0
TXN-032078,2024-12-22,9,morning_rush,Chicago,health_conscious,1,24.0,319.0,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Tall,3.45,none,0,0.0,4.15,120,23,
TXN-032079,2025-02-04,13,lunch,Seattle,afternoon_treat,0,35.2,319.8,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Tall,3.49,Whipped Cream,1,0.0,4.21,120,23,0.0
TXN-032080,2024-05-15,16,afternoon,Chicago,morning_commuter,0,53.3,313.0,Frappuccino® Blended Coffee,Java Chip (Without Whipped Cream),Tall,4.53,none,0,0.0,5.35,220,44,75.0
TXN-032081,2025-09-13,10,late_morning,Houston,weekend_explorer,1,81.2,,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Grande,4.3,none,0,0.0,,130,17,85.0
TXN-032082,2024-05-02,7,morning_rush,Seattle,health_conscious,0,51.3,313.0,Coffee,Brewed Coffee,Tall,2.18,Cold Foam,1,1.0,3.76,4,0,260.0
TXN-032083,2024-04-17,16,afternoon,Los Angeles,weekend_explorer,0,63.1,313.2,Classic Espresso Drinks,Cappuccino,Tall,3.98,Extra Shot|Caramel Drizzle|Whipped Cream,3,1.4,6.36,60,8,75.0
TXN-032084,2025-11-19,8,morning_rush,New York,morning_commuter,0,40.6,326.0,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Grande,4.21,none,0,0.0,5.18,130,17,75.0
TXN-032085,2024-09-01,15,afternoon,New York,afternoon_treat,1,75.7,314.7,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Grande,5.08,Whipped Cream|Cold Foam,2,1.0,7.22,200,40,70.0
TXN-032086,2025-11-20,10,late_morning,Houston,student,0,74.3,326.0,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Grande,3.78,none,0,0.0,4.65,90,15,0.0
TXN-032087,2025-04-08,14,afternoon,Los Angeles,morning_commuter,0,66.7,320.6,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Venti,5.31,none,0,0.0,6.43,340,76,140.0
TXN-032088,2024-06-01,15,afternoon,Houston,weekend_explorer,1,77.1,313.0,Smoothies,Strawberry Banana Smoothie,Grande,5.21,none,0,0.0,6.16,290,41,0.0
TXN-032089,2024-10-12,10,late_morning,Los Angeles,weekend_explorer,1,67.5,316.5,Frappuccino® Blended Crème,Strawberries & Crème (Without Whipped Cream),Venti,5.54,Vanilla Syrup,1,0.6,7.33,310,69,0.0
TXN-032090,2025-11-27,15,afternoon,Los Angeles,afternoon_treat,0,59.3,326.0,Classic Espresso Drinks,Caffè Americano,Venti,4.63,none,0,0.0,5.7,25,0,300.0
TXN-032091,2024-09-13,11,late_morning,Seattle,weekend_explorer,0,59.4,315.6,Classic Espresso Drinks,Caffè Latte,Tall,3.94,Vanilla Syrup,1,0.6,5.41,100,14,75.0
TXN-032092,2026-02-11,11,late_morning,Seattle,morning_commuter,0,44.4,327.5,Frappuccino® Light Blended Coffee,Caramel,Venti,5.39,none,0,0.0,6.66,200,43,120.0
TXN-032093,2026-02-28,6,early_morning,Houston,health_conscious,1,66.0,327.5,Classic Espresso Drinks,Caffè Latte,Tall,3.94,none,0,0.0,4.87,100,14,75.0
TXN-032094,2025-07-25,11,late_morning,New York,student,0,85.1,323.3,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Grande,4.3,none,0,0.0,5.25,130,17,85.0
TXN-032095,2025-11-14,8,morning_rush,New York,morning_commuter,0,43.3,326.0,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Grande,5.0,none,0,0.0,6.15,200,41,70.0
TXN-032096,2025-09-17,10,late_morning,New York,weekend_explorer,0,66.5,,Signature Espresso Drinks,Caramel Macchiato,Tall,4.84,Extra Shot|Vanilla Syrup,2,1.4,,140,24,75.0
TXN-032097,2024-07-03,13,lunch,Chicago,afternoon_treat,0,78.6,314.1,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Venti,4.77,none,0,0.0,5.65,160,36,125.0
TXN-032098,2025-01-25,10,late_morning,Los Angeles,weekend_explorer,1,54.3,319.7,Classic Espresso Drinks,Cappuccino,Grande,4.14,Caramel Drizzle|Whipped Cream,2,0.6,5.72,80,7,75.0
TXN-032099,2025-07-21,17,evening,New York,student,0,80.4,323.3,Frappuccino® Blended Coffee,Coffee,Grande,4.79,none,0,0.0,5.84,180,36,70.0
TXN-032100,2024-07-28,15,afternoon,Seattle,student,1,65.8,314.1,Classic Espresso Drinks,Cappuccino,Tall,3.98,none,0,0.0,4.72,60,8,75.0
TXN-032101,2025-09-05,13,lunch,Chicago,student,0,61.2,,Tazo® Tea Drinks,Tazo® Green Tea Latte,Tall,3.24,none,0,0.0,,210,41,55.0
TXN-032102,2025-04-15,7,morning_rush,Seattle,morning_commuter,0,52.9,320.6,Frappuccino® Light Blended Coffee,Mocha,Grande,4.47,none,0,0.0,5.41,150,30,95.0
TXN-032103,2024-05-23,9,morning_rush,Los Angeles,student,0,62.3,313.0,Tazo® Tea Drinks,Tazo® Green Tea Latte,Grande,3.86,none,0,0.0,4.56,170,25,25.0
TXN-032104,2026-01-19,11,late_morning,New York,student,0,25.4,327.5,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Venti,5.45,none,0,0.0,6.74,320,55,30.0
TXN-032105,2025-12-31,16,afternoon,Chicago,student,0,29.8,326.6,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Grande,3.78,Whipped Cream|Cold Foam,2,1.0,5.89,90,15,0.0
TXN-032106,2024-11-30,14,afternoon,Chicago,afternoon_treat,1,20.6,317.6,Coffee,Brewed Coffee,Tall,2.18,none,0,0.0,2.61,4,0,260.0
TXN-032107,2025-10-15,12,lunch,Seattle,morning_commuter,0,48.3,325.1,Shaken Iced Beverages,Shaken Iced Tazo® Tea (With Classic Syrup),Tall,4.13,none,0,0.0,5.07,60,15,170.0
TXN-032108,2025-09-03,12,lunch,New York,weekend_explorer,0,69.0,,Frappuccino® Light Blended Coffee,Coffee,Tall,4.24,none,0,0.0,,90,19,70.0
TXN-032109,2024-08-25,11,late_morning,Chicago,student,1,81.6,314.7,Shaken Iced Beverages,Shaken Iced Tazo® Tea (With Classic Syrup),Tall,4.13,Mocha Sauce,1,0.6,5.62,60,15,170.0
TXN-032110,2025-04-16,17,evening,Houston,weekend_explorer,0,73.3,320.6,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Venti,5.45,none,0,0.0,6.59,320,55,30.0
TXN-032111,2024-08-12,16,afternoon,Seattle,afternoon_treat,0,64.5,314.7,Classic Espresso Drinks,Cappuccino,Grande,4.14,none,0,0.0,4.92,80,7,75.0
TXN-032112,2024-11-12,7,morning_rush,Los Angeles,morning_commuter,0,59.1,317.6,Classic Espresso Drinks,Caffè Latte,Grande,4.21,none,0,0.0,5.05,100,9,75.0
TXN-032113,2024-07-22,18,evening,New York,student,0,76.4,314.1,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Venti,4.77,none,0,0.0,5.65,160,36,125.0
TXN-032114,2025-11-28,10,late_morning,New York,weekend_explorer,0,36.5,326.0,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Grande,4.21,none,0,0.0,5.18,130,17,75.0
TXN-032115,2025-01-07,15,afternoon,Los Angeles,morning_commuter,0,59.2,319.7,Classic Espresso Drinks,Caffè Latte,Grande,4.21,none,0,0.0,5.08,100,9,75.0
TXN-032116,2025-09-21,9,morning_rush,Seattle,health_conscious,1,61.0,,Coffee,Brewed Coffee,Grande,2.55,none,0,0.0,,5,0,330.0
TXN-032117,2024-06-10,15,afternoon,Houston,afternoon_treat,0,81.3,313.6,Frappuccino® Light Blended Coffee,Java Chip,Tall,4.28,none,0,0.0,5.07,150,27,70.0
TXN-032118,2026-02-07,12,lunch,Houston,weekend_explorer,1,60.6,327.5,Frappuccino® Blended Coffee,Caramel (Without Whipped Cream),Grande,5.0,none,0,0.0,6.18,200,41,70.0
TXN-032119,2025-02-19,7,morning_rush,New York,morning_commuter,0,22.7,319.8,Frappuccino® Light Blended Coffee,Java Chip,Grande,4.59,none,0,0.0,5.54,220,39,105.0
TXN-032120,2024-05-15,13,lunch,Seattle,morning_commuter,0,59.5,313.0,Coffee,Brewed Coffee,Venti,2.92,none,0,0.0,3.45,5,0,410.0
TXN-032121,2024-07-01,11,late_morning,New York,weekend_explorer,0,71.5,313.6,Smoothies,Banana Chocolate Smoothie,Grande,5.24,none,0,0.0,6.2,280,34,
TXN-032122,2024-09-20,8,morning_rush,New York,health_conscious,0,71.6,315.6,Classic Espresso Drinks,Caffè Latte,Short,3.36,none,0,0.0,4.0,70,9,75.0
TXN-032123,2025-12-10,8,morning_rush,New York,morning_commuter,0,36.6,326.6,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Grande,4.27,none,0,0.0,5.26,90,18,
TXN-032124,2024-07-01,5,early_morning,Seattle,morning_commuter,0,64.2,313.6,Signature Espresso Drinks,Caramel Macchiato,Tall,4.84,none,0,0.0,5.73,140,24,75.0
TXN-032125,2026-02-05,12,lunch,New York,weekend_explorer,0,17.3,327.5,Signature Espresso Drinks,Caramel Macchiato,Tall,4.84,none,0,0.0,5.98,140,24,75.0
TXN-032126,2025-04-16,14,afternoon,Los Angeles,weekend_explorer,0,59.2,320.6,Coffee,Brewed Coffee,Tall,2.18,none,0,0.0,2.64,4,0,260.0
TXN-032127,2024-12-17,15,afternoon,Chicago,weekend_explorer,0,36.1,319.0,Shaken Iced Beverages,Shaken Iced Tazo® Tea Lemonade (With Classic Syrup),Tall,3.89,Caramel Drizzle,1,0.6,5.41,100,24,
TXN-032128,2024-12-10,16,afternoon,Los Angeles,morning_commuter,0,54.4,319.0,Signature Espresso Drinks,Caramel Macchiato,Short,3.95,none,0,0.0,4.76,100,15,75.0
TXN-032129,2026-01-17,13,lunch,Los Angeles,weekend_explorer,1,57.8,327.5,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Grande,5.2,Oat Milk,1,0.7,7.29,150,22,10.0
TXN-032130,2025-03-13,7,morning_rush,Chicago,morning_commuter,0,40.9,320.3,Frappuccino® Blended Crème,Vanilla Bean (Without Whipped Cream),Tall,4.36,none,0,0.0,5.27,170,38,0.0
TXN-032131,2025-09-30,16,afternoon,Los Angeles,afternoon_treat,0,70.0,,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Grande,5.2,none,0,0.0,,150,22,10.0
TXN-032132,2026-01-03,14,afternoon,New York,weekend_explorer,1,25.7,327.5,Signature Espresso Drinks,Caramel Macchiato,Grande,4.97,Vanilla Syrup,1,0.6,6.88,120,15,75.0
TXN-032133,2025-05-06,8,morning_rush,New York,health_conscious,0,61.3,321.4,Frappuccino® Blended Coffee,Mocha (Without Whipped Cream),Tall,4.39,none,0,0.0,5.33,180,40,130.0
TXN-032134,2026-02-01,13,lunch,New York,weekend_explorer,1,12.8,327.5,Classic Espresso Drinks,Caffè Americano,Grande,4.23,Extra Shot|Whipped Cream,2,0.8,6.22,15,0,225.0
TXN-032135,2025-02-20,9,morning_rush,Seattle,morning_commuter,0,46.4,319.8,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Venti,4.69,none,0,0.0,5.66,280,44,180.0
TXN-032136,2024-11-16,9,morning_rush,Seattle,afternoon_treat,1,42.7,317.6,Frappuccino® Blended Coffee,Coffee,Grande,4.79,none,0,0.0,5.74,180,36,70.0
TXN-032137,2025-06-05,9,morning_rush,Chicago,morning_commuter,0,57.1,322.2,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Grande,5.2,Vanilla Syrup,1,0.6,7.05,150,22,10.0
TXN-032138,2025-08-14,9,morning_rush,Seattle,morning_commuter,0,68.0,324.2,Tazo® Tea Drinks,Tazo® Tea,Grande,3.73,none,0,0.0,4.56,0,0,
TXN-032139,2024-05-02,9,morning_rush,Seattle,weekend_explorer,0,51.3,313.0,Smoothies,Orange Mango Banana Smoothie,Grande,5.37,none,0,0.0,6.34,260,37,15.0
TXN-032140,2024-09-12,7,morning_rush,New York,health_conscious,0,67.1,315.6,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Grande,5.27,none,0,0.0,6.28,200,29,75.0
